Entity,Code,Day,p_proj_all_ages
Luxembourg,LUX,2020-09-13,-8.29
Luxembourg,LUX,2020-09-20,18.85
Luxembourg,LUX,2020-09-27,-13.39
Luxembourg,LUX,2020-10-04,-1.2
Luxembourg,LUX,2020-10-11,-23.84
Luxembourg,LUX,2020-10-18,7.94
Luxembourg,LUX,2020-10-25,15.96
Luxembourg,LUX,2020-11-01,7.69
Luxembourg,LUX,2020-11-08,27.25
Luxembourg,LUX,2020-11-15,37.65
Luxembourg,LUX,2020-11-22,38.77
Luxembourg,LUX,2020-11-29,67.5
Luxembourg,LUX,2020-12-06,30.33
Luxembourg,LUX,2020-12-13,42.21
Luxembourg,LUX,2020-12-20,17.19
Luxembourg,LUX,2020-12-27,30
Luxembourg,LUX,2021-01-03,7.78
Luxembourg,LUX,2021-01-10,6.88
Luxembourg,LUX,2021-01-17,-6.16
Luxembourg,LUX,2021-01-24,-6.41
Luxembourg,LUX,2021-01-31,13.52
Luxembourg,LUX,2021-02-07,-10.39
Luxembourg,LUX,2021-02-14,-15
Luxembourg,LUX,2021-02-21,-11.34
Luxembourg,LUX,2021-02-28,-12.33
Luxembourg,LUX,2021-03-07,-6.61
Luxembourg,LUX,2021-03-14,3.92
Luxembourg,LUX,2021-03-21,28.78
Luxembourg,LUX,2021-03-28,-16.76
Luxembourg,LUX,2021-04-04,-16.93
Luxembourg,LUX,2021-04-11,-3.61
Luxembourg,LUX,2021-04-18,-5.42
Luxembourg,LUX,2021-04-25,-4.27
Luxembourg,LUX,2021-05-02,13.55
Luxembourg,LUX,2021-05-09,-3.14
Luxembourg,LUX,2021-05-16,-19.33
Luxembourg,LUX,2021-05-23,8.72
Luxembourg,LUX,2021-05-30,-19.14
Luxembourg,LUX,2021-06-06,-14.17
Luxembourg,LUX,2021-06-13,-0.61
Luxembourg,LUX,2021-06-20,3.28
Luxembourg,LUX,2021-06-27,-7.13
Luxembourg,LUX,2021-07-04,11.11
Luxembourg,LUX,2021-07-11,-8.32
Luxembourg,LUX,2021-07-18,-2.38
Luxembourg,LUX,2021-07-25,-13.64
Luxembourg,LUX,2021-08-01,-20
Luxembourg,LUX,2021-08-08,-9.31
Luxembourg,LUX,2021-08-15,-6.44
Luxembourg,LUX,2021-08-22,-20.44
Luxembourg,LUX,2021-08-29,-3.87
Luxembourg,LUX,2021-09-05,-3.23
Luxembourg,LUX,2021-09-12,9.92
Luxembourg,LUX,2021-09-19,-9.2
Luxembourg,LUX,2021-09-26,-8.12
Luxembourg,LUX,2021-10-03,0.56
Luxembourg,LUX,2021-10-10,10.72
Luxembourg,LUX,2021-10-17,-26.49
Luxembourg,LUX,2021-10-24,-0.61
Luxembourg,LUX,2021-10-31,33.98
Luxembourg,LUX,2021-11-07,8.72
Luxembourg,LUX,2021-11-14,11.36
Luxembourg,LUX,2021-11-21,1.27
Luxembourg,LUX,2021-11-28,10.03
Luxembourg,LUX,2021-12-05,28.21
Luxembourg,LUX,2021-12-12,4.29
Luxembourg,LUX,2021-12-19,2.76
Luxembourg,LUX,2021-12-26,19.13
Luxembourg,LUX,2022-01-02,7.73
Luxembourg,LUX,2022-01-09,1.55
Luxembourg,LUX,2022-01-16,-14.67
Luxembourg,LUX,2022-01-23,-13.49
Luxembourg,LUX,2022-01-30,-4.95
Luxembourg,LUX,2022-02-06,-10.2
Macao,MAC,2020-01-31,-2.43
Macao,MAC,2020-02-29,7.22
Macao,MAC,2020-03-31,-7.33
Macao,MAC,2020-04-30,10.53
Macao,MAC,2020-05-31,-6.36
Macao,MAC,2020-06-30,5.58
Macao,MAC,2020-07-31,4.59
Macao,MAC,2020-08-31,14.57
Macao,MAC,2020-09-30,15.87
Macao,MAC,2020-10-31,10.44
Macao,MAC,2020-11-30,13.34
Macao,MAC,2020-12-31,-5.57
Macao,MAC,2021-01-31,3.97
Macao,MAC,2021-02-28,12.01
Macao,MAC,2021-03-31,5.56
Macao,MAC,2021-04-30,10.72
Macao,MAC,2021-05-31,3.96
Macao,MAC,2021-06-30,16.52
Macao,MAC,2021-07-31,0.74
Macao,MAC,2021-08-31,13.11
Macao,MAC,2021-09-30,13.59
Macao,MAC,2021-10-31,19.15
Macao,MAC,2021-11-30,8.19
Macao,MAC,2021-12-31,16.02
Macao,MAC,2022-01-31,0.1
Malaysia,MYS,2020-01-31,3.76
Malaysia,MYS,2020-02-29,-3.52
Malaysia,MYS,2020-03-31,-5.89
Malaysia,MYS,2020-04-30,-11.86
Malaysia,MYS,2020-05-31,-8.78
Malaysia,MYS,2020-06-30,-10.43
Malaysia,MYS,2020-07-31,-11.44
Malaysia,MYS,2020-08-31,-7.15
Malaysia,MYS,2020-09-30,-7.13
Malaysia,MYS,2020-10-31,-6.35
Malaysia,MYS,2020-11-30,-12.53
Malaysia,MYS,2020-12-31,-9.48
Malaysia,MYS,2021-01-31,-2.75
Malaysia,MYS,2021-02-28,-8.22
Malaysia,MYS,2021-03-31,-8.31
Malaysia,MYS,2021-04-30,-5.48
Malaysia,MYS,2021-05-31,-2.82
Malaysia,MYS,2021-06-30,-2.94
Malaysia,MYS,2021-07-31,42.29
Malaysia,MYS,2021-08-31,55.52
Malaysia,MYS,2021-09-30,30.64
Maldives,MDV,2020-01-31,11
Maldives,MDV,2020-02-29,2.45
Maldives,MDV,2020-03-31,-3.45
Maldives,MDV,2020-04-30,-5.7
Maldives,MDV,2020-05-31,17.58
Maldives,MDV,2020-06-30,4.72
Maldives,MDV,2020-07-31,32.03
Maldives,MDV,2020-08-31,46.42
Maldives,MDV,2020-09-30,32.23
Maldives,MDV,2020-10-31,14.32
Maldives,MDV,2020-11-30,27.17
Maldives,MDV,2020-12-31,3.78
Malta,MLT,2020-01-05,-8.1
Malta,MLT,2020-01-12,4.26
Malta,MLT,2020-01-19,3.08
Malta,MLT,2020-01-26,-4.76
Malta,MLT,2020-02-02,-15.38
Malta,MLT,2020-02-09,-2.39
Malta,MLT,2020-02-16,-17.24
Malta,MLT,2020-02-23,-21.67
Malta,MLT,2020-03-01,-21.48
Malta,MLT,2020-03-08,-16.86
Malta,MLT,2020-03-15,15.68
Malta,MLT,2020-03-22,28.08
Malta,MLT,2020-03-29,10.19
Malta,MLT,2020-04-05,-2.34
Malta,MLT,2020-04-12,7.54
Malta,MLT,2020-04-19,29.17
Malta,MLT,2020-04-26,-14.89
Malta,MLT,2020-05-03,3.93
Malta,MLT,2020-05-10,1.14
Malta,MLT,2020-05-17,8.56
Malta,MLT,2020-05-24,-21.45
Malta,MLT,2020-05-31,-5.1
Malta,MLT,2020-06-07,3.5
Malta,MLT,2020-06-14,-17.63
Malta,MLT,2020-06-21,0.33
Malta,MLT,2020-06-28,-26.33
Malta,MLT,2020-07-05,7.14
Malta,MLT,2020-07-12,-4.91
Malta,MLT,2020-07-19,8.11
Malta,MLT,2020-07-26,-7.74
Malta,MLT,2020-08-02,-5.88
Malta,MLT,2020-08-09,-7.35
Malta,MLT,2020-08-16,-7.94
Malta,MLT,2020-08-23,32.35
Malta,MLT,2020-08-30,12.31
Malta,MLT,2020-09-06,6.29
Malta,MLT,2020-09-13,-2.44
Malta,MLT,2020-09-20,7.14
Malta,MLT,2020-09-27,32.89
Malta,MLT,2020-10-04,36.36
Malta,MLT,2020-10-11,7.9
Malta,MLT,2020-10-18,-9.62
Malta,MLT,2020-10-25,2.76
Malta,MLT,2020-11-01,36.09
Malta,MLT,2020-11-08,32.91
Malta,MLT,2020-11-15,31.58
Malta,MLT,2020-11-22,28.24
Malta,MLT,2020-11-29,26.02
Malta,MLT,2020-12-06,45.21
Malta,MLT,2020-12-13,36
Malta,MLT,2020-12-20,45.72
Malta,MLT,2020-12-27,25
Malta,MLT,2021-01-03,-1.32
Malta,MLT,2021-01-10,-9.62
Malta,MLT,2021-01-17,-7.59
Malta,MLT,2021-01-24,10.9
Malta,MLT,2021-01-31,-1.17
Malta,MLT,2021-02-07,-5.07
Malta,MLT,2021-02-14,-2.02
Malta,MLT,2021-02-21,22.89
Malta,MLT,2021-02-28,12.75
Malta,MLT,2021-03-07,22.31
Malta,MLT,2021-03-14,22.24
Malta,MLT,2021-03-21,18.24
Malta,MLT,2021-03-28,3.74
Malta,MLT,2021-04-04,4.98
Malta,MLT,2021-04-11,-15.92
Malta,MLT,2021-04-18,-5.87
Malta,MLT,2021-04-25,-13.16
Malta,MLT,2021-05-02,-12.59
Malta,MLT,2021-05-09,-3.98
Malta,MLT,2021-05-16,7.09
Malta,MLT,2021-05-23,11.77
Malta,MLT,2021-05-30,13.4
Malta,MLT,2021-06-06,-26.69
Malta,MLT,2021-06-13,-11.63
Malta,MLT,2021-06-20,-4.09
Malta,MLT,2021-06-27,-10.4
Malta,MLT,2021-07-04,40.46
Malta,MLT,2021-07-11,-0.15
Malta,MLT,2021-07-18,13.6
Malta,MLT,2021-07-25,3.45
Malta,MLT,2021-08-01,-10.01
Malta,MLT,2021-08-08,29.12
Malta,MLT,2021-08-15,31.99
Malta,MLT,2021-08-22,-16.54
Malta,MLT,2021-08-29,20.83
Malta,MLT,2021-09-05,3.45
Malta,MLT,2021-09-12,5.11
Malta,MLT,2021-09-19,8.47
Malta,MLT,2021-09-26,-17.36
Malta,MLT,2021-10-03,35.7
Malta,MLT,2021-10-10,4.27
Malta,MLT,2021-10-17,-20
Malta,MLT,2021-10-24,23.76
Malta,MLT,2021-10-31,-14.8
Malta,MLT,2021-11-07,5.81
Malta,MLT,2021-11-14,-1.39
Malta,MLT,2021-11-21,8.25
Malta,MLT,2021-11-28,11.11
Malta,MLT,2021-12-05,5.96
Malta,MLT,2021-12-12,3.08
Malta,MLT,2021-12-19,14.73
Malta,MLT,2021-12-26,41.18
Malta,MLT,2022-01-02,-2.05
Malta,MLT,2022-01-09,-9.09
Malta,MLT,2022-01-16,-22.16
Malta,MLT,2022-01-23,12.98
Malta,MLT,2022-01-30,26.44
Malta,MLT,2022-02-06,16.65
Malta,MLT,2022-02-13,12.04
Martinique,MTQ,2020-01-05,-23.77
Martinique,MTQ,2020-01-12,-11.41
Martinique,MTQ,2020-01-19,-3.45
Martinique,MTQ,2020-01-26,-25.71
Martinique,MTQ,2020-02-02,6.04
Martinique,MTQ,2020-02-09,-1.29
Martinique,MTQ,2020-02-16,-18.84
Martinique,MTQ,2020-02-23,-4.56
Martinique,MTQ,2020-03-01,-25.83
Martinique,MTQ,2020-03-08,9.84
Martinique,MTQ,2020-03-15,-12.31
Martinique,MTQ,2020-03-22,-0.14
Martinique,MTQ,2020-03-29,-2.51
Martinique,MTQ,2020-04-05,16.69
Martinique,MTQ,2020-04-12,12.32
Martinique,MTQ,2020-04-19,4.93
Martinique,MTQ,2020-04-26,-15.13
Martinique,MTQ,2020-05-03,-1.69
Martinique,MTQ,2020-05-10,24.8
Martinique,MTQ,2020-05-17,1.06
Martinique,MTQ,2020-05-24,-14.45
Martinique,MTQ,2020-05-31,7.95
Martinique,MTQ,2020-06-07,-28.67
Martinique,MTQ,2020-06-14,-0.98
Martinique,MTQ,2020-06-21,22.1
Martinique,MTQ,2020-06-28,-8.96
Martinique,MTQ,2020-07-05,-10.93
Martinique,MTQ,2020-07-12,-1.59
Martinique,MTQ,2020-07-19,-7.01
Martinique,MTQ,2020-07-26,-10.01
Martinique,MTQ,2020-08-02,-8.58
Martinique,MTQ,2020-08-09,-11.63
Martinique,MTQ,2020-08-16,5.19
Martinique,MTQ,2020-08-23,-0.4
Martinique,MTQ,2020-08-30,5.75
Martinique,MTQ,2020-09-06,-3.01
Martinique,MTQ,2020-09-13,40.7
Martinique,MTQ,2020-09-20,51.69
Martinique,MTQ,2020-09-27,30.37
Martinique,MTQ,2020-10-04,9.22
Martinique,MTQ,2020-10-11,16.9
Martinique,MTQ,2020-10-18,4.63
Martinique,MTQ,2020-10-25,5.85
Martinique,MTQ,2020-11-01,8.59
Martinique,MTQ,2020-11-08,0.76
Martinique,MTQ,2020-11-15,33.86
Martinique,MTQ,2020-11-22,8.8
Martinique,MTQ,2020-11-29,-1.35
Martinique,MTQ,2020-12-06,-12.59
Martinique,MTQ,2020-12-13,4.63
Martinique,MTQ,2020-12-20,-19.68
Martinique,MTQ,2020-12-27,-9.93
Martinique,MTQ,2021-01-03,-21.85
Martinique,MTQ,2021-01-10,7.56
Martinique,MTQ,2021-01-17,-7.07
Martinique,MTQ,2021-01-24,-12.63
Martinique,MTQ,2021-01-31,-13.29
Martinique,MTQ,2021-02-07,0.29
Martinique,MTQ,2021-02-14,-22.01
Martinique,MTQ,2021-02-21,-7.51
Martinique,MTQ,2021-02-28,-15.09
Martinique,MTQ,2021-03-07,-19.9
Martinique,MTQ,2021-03-14,4.17
Martinique,MTQ,2021-03-21,-4.96
Martinique,MTQ,2021-03-28,-12
Martinique,MTQ,2021-04-04,-3.74
Martinique,MTQ,2021-04-11,6.32
Martinique,MTQ,2021-04-18,-7.58
Martinique,MTQ,2021-04-25,8.02
Martinique,MTQ,2021-05-02,-3.58
Martinique,MTQ,2021-05-09,11.94
Martinique,MTQ,2021-05-16,-21.78
Martinique,MTQ,2021-05-23,-4.69
Martinique,MTQ,2021-05-30,17.49
Martinique,MTQ,2021-06-06,16.62
Martinique,MTQ,2021-06-13,2.18
Martinique,MTQ,2021-06-20,0.54
Martinique,MTQ,2021-06-27,26.13
Martinique,MTQ,2021-07-04,-8.57
Martinique,MTQ,2021-07-11,7.89
Martinique,MTQ,2021-07-18,4.23
Martinique,MTQ,2021-07-25,16.99
Martinique,MTQ,2021-08-01,69.49
Martinique,MTQ,2021-08-08,147.95
Martinique,MTQ,2021-08-15,195.13
Martinique,MTQ,2021-08-22,199.18
Martinique,MTQ,2021-08-29,140.16
Martinique,MTQ,2021-09-05,174.92
Martinique,MTQ,2021-09-12,100.77
Martinique,MTQ,2021-09-19,57.35
Martinique,MTQ,2021-09-26,59.03
Martinique,MTQ,2021-10-03,35.8
Martinique,MTQ,2021-10-10,21.55
Martinique,MTQ,2021-10-17,45.71
Martinique,MTQ,2021-10-24,17.73
Martinique,MTQ,2021-10-31,22.7
Martinique,MTQ,2021-11-07,5.35
Martinique,MTQ,2021-11-14,11.28
Martinique,MTQ,2021-11-21,-0.61
Martinique,MTQ,2021-11-28,38.2
Martinique,MTQ,2021-12-05,13.37
Martinique,MTQ,2021-12-12,15.27
Martinique,MTQ,2021-12-19,-5.52
Martinique,MTQ,2021-12-26,21.41
Martinique,MTQ,2022-01-02,-14.73
Martinique,MTQ,2022-01-09,17.4
Martinique,MTQ,2022-01-16,26.44
Martinique,MTQ,2022-01-23,25.82
Martinique,MTQ,2022-01-30,18.14
Martinique,MTQ,2022-02-06,36.68
Martinique,MTQ,2022-02-13,23.47
Martinique,MTQ,2022-02-20,5.88
Martinique,MTQ,2022-02-27,1.18
Martinique,MTQ,2022-03-06,10.97
Martinique,MTQ,2022-03-13,-3.92
Mauritius,MUS,2020-01-31,-2.44
Mauritius,MUS,2020-02-29,-3.2
Mauritius,MUS,2020-03-31,-4.65
Mauritius,MUS,2020-04-30,-4.53
Mauritius,MUS,2020-05-31,-4.05
Mauritius,MUS,2020-06-30,1.37
Mauritius,MUS,2020-07-31,-6.58
Mauritius,MUS,2020-08-31,-1.56
Mauritius,MUS,2020-09-30,-8.79
Mauritius,MUS,2020-10-31,-1.76
Mauritius,MUS,2020-11-30,0.03
Mauritius,MUS,2020-12-31,-3.28
Mauritius,MUS,2021-01-31,-6.19
Mauritius,MUS,2021-02-28,-5.41
Mauritius,MUS,2021-03-31,-5.1
Mauritius,MUS,2021-04-30,-6.01
Mauritius,MUS,2021-05-31,-7.46
Mauritius,MUS,2021-06-30,2.74
Mauritius,MUS,2021-07-31,-8.48
Mauritius,MUS,2021-08-31,12.53
Mauritius,MUS,2021-09-30,17.69
Mauritius,MUS,2021-10-31,24.8
Mauritius,MUS,2021-11-30,89.84
Mauritius,MUS,2021-12-31,46.05
Mayotte,MYT,2020-01-05,-5.8
Mayotte,MYT,2020-01-12,7.59
Mayotte,MYT,2020-01-19,8.11
Mayotte,MYT,2020-01-26,-25.53
Mayotte,MYT,2020-02-02,-35.06
Mayotte,MYT,2020-02-09,77.22
Mayotte,MYT,2020-02-16,-16.67
Mayotte,MYT,2020-02-23,66.67
Mayotte,MYT,2020-03-01,46.67
Mayotte,MYT,2020-03-08,-10.11
Mayotte,MYT,2020-03-15,25
Mayotte,MYT,2020-03-22,59.72
Mayotte,MYT,2020-03-29,12.36
Mayotte,MYT,2020-04-05,123.08
Mayotte,MYT,2020-04-12,43.75
Mayotte,MYT,2020-04-19,135.71
Mayotte,MYT,2020-04-26,-24.05
Mayotte,MYT,2020-05-03,51.16
Mayotte,MYT,2020-05-10,10.47
Mayotte,MYT,2020-05-17,126.42
Mayotte,MYT,2020-05-24,29.87
Mayotte,MYT,2020-05-31,87.5
Mayotte,MYT,2020-06-07,-17.72
Mayotte,MYT,2020-06-14,41.03
Mayotte,MYT,2020-06-21,-33.82
Mayotte,MYT,2020-06-28,-7.14
Mayotte,MYT,2020-07-05,19.72
Mayotte,MYT,2020-07-12,40.62
Mayotte,MYT,2020-07-19,-22.54
Mayotte,MYT,2020-07-26,7.14
Mayotte,MYT,2020-08-02,21.95
Mayotte,MYT,2020-08-09,10.29
Mayotte,MYT,2020-08-16,23.46
Mayotte,MYT,2020-08-23,35.71
Mayotte,MYT,2020-08-30,0
Mayotte,MYT,2020-09-06,-18.37
Mayotte,MYT,2020-09-13,-25.37
Mayotte,MYT,2020-09-20,31.15
Mayotte,MYT,2020-09-27,94.92
Mayotte,MYT,2020-10-04,-22.22
Mayotte,MYT,2020-10-11,-12.28
Mayotte,MYT,2020-10-18,-4.11
Mayotte,MYT,2020-10-25,-34.78
Mayotte,MYT,2020-11-01,-22.22
Mayotte,MYT,2020-11-08,26.76
Mayotte,MYT,2020-11-15,5.63
Mayotte,MYT,2020-11-22,29.63
Mayotte,MYT,2020-11-29,-23.61
Mayotte,MYT,2020-12-06,42.86
Mayotte,MYT,2020-12-13,35.71
Mayotte,MYT,2020-12-20,1.19
Mayotte,MYT,2020-12-27,57.14
Mayotte,MYT,2021-01-03,0
Mayotte,MYT,2021-01-10,80.56
Mayotte,MYT,2021-01-17,15.85
Mayotte,MYT,2021-01-24,29.87
Mayotte,MYT,2021-01-31,18.56
Mayotte,MYT,2021-02-07,37.5
Mayotte,MYT,2021-02-14,198.78
Mayotte,MYT,2021-02-21,175.86
Mayotte,MYT,2021-02-28,219.44
Mayotte,MYT,2021-03-07,143.59
Mayotte,MYT,2021-03-14,84.78
Mayotte,MYT,2021-03-21,26.51
Mayotte,MYT,2021-03-28,33.33
Mayotte,MYT,2021-04-04,19.57
Mayotte,MYT,2021-04-11,10.29
Mayotte,MYT,2021-04-18,8.43
Mayotte,MYT,2021-04-25,23.29
Mayotte,MYT,2021-05-02,-8.54
Mayotte,MYT,2021-05-09,-55.06
Mayotte,MYT,2021-05-16,57.3
Mayotte,MYT,2021-05-23,16.07
Mayotte,MYT,2021-05-30,6.25
Mayotte,MYT,2021-06-06,77.97
Mayotte,MYT,2021-06-13,-32.93
Mayotte,MYT,2021-06-20,-19.75
Mayotte,MYT,2021-06-27,-8.45
Mayotte,MYT,2021-07-04,9.59
Mayotte,MYT,2021-07-11,21.62
Mayotte,MYT,2021-07-18,-2.99
Mayotte,MYT,2021-07-25,1.35
Mayotte,MYT,2021-08-01,-8.05
Mayotte,MYT,2021-08-08,-41.18
Mayotte,MYT,2021-08-15,26.76
Mayotte,MYT,2021-08-22,30.95
Mayotte,MYT,2021-08-29,43.84
Mayotte,MYT,2021-09-05,-10.96
Mayotte,MYT,2021-09-12,3.96
Mayotte,MYT,2021-09-19,57.14
Mayotte,MYT,2021-09-26,64.06
Mayotte,MYT,2021-10-03,77.42
Mayotte,MYT,2021-10-10,-8.6
Mayotte,MYT,2021-10-17,66.67
Mayotte,MYT,2021-10-24,-1.32
Mayotte,MYT,2021-10-31,-15.79
Mayotte,MYT,2021-11-07,-3.23
Mayotte,MYT,2021-11-14,41.89
Mayotte,MYT,2021-11-21,14.86
Mayotte,MYT,2021-11-28,-10.71
Mayotte,MYT,2021-12-05,0
Mayotte,MYT,2021-12-12,20.69
Mayotte,MYT,2021-12-19,43.84
Mayotte,MYT,2021-12-26,101.15
Mayotte,MYT,2022-01-02,98.63
Mayotte,MYT,2022-01-09,73.33
Mayotte,MYT,2022-01-16,64.71
Mayotte,MYT,2022-01-23,81.25
Mayotte,MYT,2022-01-30,15
Mayotte,MYT,2022-02-06,-3.61
Mayotte,MYT,2022-02-13,-23.53
Mayotte,MYT,2022-02-20,-38.89
Mayotte,MYT,2022-02-27,13.33
Mayotte,MYT,2022-03-06,11.11
Mayotte,MYT,2022-03-13,15.79
Mexico,MEX,2020-01-05,-0.47
Mexico,MEX,2020-01-12,1.54
Mexico,MEX,2020-01-19,-0.91
Mexico,MEX,2020-01-26,-3.18
Mexico,MEX,2020-02-02,-5.22
Mexico,MEX,2020-02-09,-2.3
Mexico,MEX,2020-02-16,-5.72
Mexico,MEX,2020-02-23,-6.47
Mexico,MEX,2020-03-01,-8.94
Mexico,MEX,2020-03-08,-6.08
Mexico,MEX,2020-03-15,-5.3
Mexico,MEX,2020-03-22,-9.37
Mexico,MEX,2020-03-29,-4.07
Mexico,MEX,2020-04-05,-5.75
Mexico,MEX,2020-04-12,0.36
Mexico,MEX,2020-04-19,8.31
Mexico,MEX,2020-04-26,21.87
Mexico,MEX,2020-05-03,34.89
Mexico,MEX,2020-05-10,48.38
Mexico,MEX,2020-05-17,59.78
Mexico,MEX,2020-05-24,64.05
Mexico,MEX,2020-05-31,68.41
Mexico,MEX,2020-06-07,76.41
Mexico,MEX,2020-06-14,83.08
Mexico,MEX,2020-06-21,82.58
Mexico,MEX,2020-06-28,83.44
Mexico,MEX,2020-07-05,87.54
Mexico,MEX,2020-07-12,94.35
Mexico,MEX,2020-07-19,92.43
Mexico,MEX,2020-07-26,86.59
Mexico,MEX,2020-08-02,78.44
Mexico,MEX,2020-08-09,74.7
Mexico,MEX,2020-08-16,65.72
Mexico,MEX,2020-08-23,60.82
Mexico,MEX,2020-08-30,54.77
Mexico,MEX,2020-09-06,48.59
Mexico,MEX,2020-09-13,41.56
Mexico,MEX,2020-09-20,35.22
Mexico,MEX,2020-09-27,38.82
Mexico,MEX,2020-10-04,32.5
Mexico,MEX,2020-10-11,35.15
Mexico,MEX,2020-10-18,34.39
Mexico,MEX,2020-10-25,39.11
Mexico,MEX,2020-11-01,41.77
Mexico,MEX,2020-11-08,49.37
Mexico,MEX,2020-11-15,49.3
Mexico,MEX,2020-11-22,48.31
Mexico,MEX,2020-11-29,51.58
Mexico,MEX,2020-12-06,57.1
Mexico,MEX,2020-12-13,62.13
Mexico,MEX,2020-12-20,69.55
Mexico,MEX,2020-12-27,79.12
Mexico,MEX,2021-01-03,98.05
Mexico,MEX,2021-01-10,113.1
Mexico,MEX,2021-01-17,157.18
Mexico,MEX,2021-01-24,166.8
Mexico,MEX,2021-01-31,122.74
Mexico,MEX,2021-02-07,94.27
Mexico,MEX,2021-02-14,63.93
Mexico,MEX,2021-02-21,57.34
Mexico,MEX,2021-02-28,51.84
Mexico,MEX,2021-03-07,31.81
Mexico,MEX,2021-03-14,29.91
Mexico,MEX,2021-03-21,24.04
Mexico,MEX,2021-03-28,20.05
Mexico,MEX,2021-04-04,16.98
Mexico,MEX,2021-04-11,18.99
Mexico,MEX,2021-04-18,19.06
Mexico,MEX,2021-04-25,13.68
Mexico,MEX,2021-05-02,8.89
Mexico,MEX,2021-05-09,7.05
Mexico,MEX,2021-05-16,4.85
Mexico,MEX,2021-05-23,1.18
Mexico,MEX,2021-05-30,0.29
Mexico,MEX,2021-06-06,0.42
Mexico,MEX,2021-06-13,2.23
Mexico,MEX,2021-06-20,4.6
Mexico,MEX,2021-06-27,3.47
Mexico,MEX,2021-07-04,7.19
Mexico,MEX,2021-07-11,12.34
Mexico,MEX,2021-07-18,19.99
Mexico,MEX,2021-07-25,32.78
Mexico,MEX,2021-08-01,49.39
Mexico,MEX,2021-08-08,68.86
Mexico,MEX,2021-08-15,86.96
Mexico,MEX,2021-08-22,97.22
Mexico,MEX,2021-08-29,92.74
Mexico,MEX,2021-09-05,91.09
Mexico,MEX,2021-09-12,80.01
Mexico,MEX,2021-09-19,67.4
Mexico,MEX,2021-09-26,53.44
Mexico,MEX,2021-10-03,45.49
Mexico,MEX,2021-10-10,33.31
Mexico,MEX,2021-10-17,26.63
Mexico,MEX,2021-10-24,16.03
Mexico,MEX,2021-10-31,11.19
Mexico,MEX,2021-11-07,9.06
Mexico,MEX,2021-11-14,7.98
Mexico,MEX,2021-11-21,6.04
Mexico,MEX,2021-11-28,1.09
Mexico,MEX,2021-12-05,1.72
Mexico,MEX,2021-12-12,0.25
Mexico,MEX,2021-12-19,-4.63
Mexico,MEX,2021-12-26,-3.44
Mexico,MEX,2022-01-02,-7.15
Moldova,MDA,2020-01-31,-8.34
Moldova,MDA,2020-02-29,-1.06
Moldova,MDA,2020-03-31,-15.36
Moldova,MDA,2020-04-30,-21.81
Moldova,MDA,2020-05-31,28.61
Moldova,MDA,2020-06-30,20.55
Moldova,MDA,2020-07-31,30.54
Moldova,MDA,2020-08-31,9.37
Moldova,MDA,2020-09-30,31.66
Moldova,MDA,2020-10-31,29.3
Moldova,MDA,2020-11-30,21.75
Moldova,MDA,2020-12-31,59.01
Moldova,MDA,2021-01-31,10.64
Moldova,MDA,2021-02-28,20.27
Moldova,MDA,2021-03-31,56.46
Moldova,MDA,2021-04-30,52.61
Moldova,MDA,2021-05-31,14.54
Moldova,MDA,2021-06-30,11.7
Moldova,MDA,2021-07-31,17.48
Moldova,MDA,2021-08-31,3.58
Moldova,MDA,2021-09-30,39.02
Moldova,MDA,2021-10-31,64.34
Moldova,MDA,2021-11-30,56.78
Moldova,MDA,2021-12-31,14.29
Monaco,MCO,2020-01-31,-8.18
Monaco,MCO,2020-02-29,-16.86
Monaco,MCO,2020-03-31,26.49
Monaco,MCO,2020-04-30,12.78
Monaco,MCO,2020-05-31,1.88
Monaco,MCO,2020-06-30,8.64
Monaco,MCO,2020-07-31,-7.73
Monaco,MCO,2020-08-31,19.11
Monaco,MCO,2020-09-30,14.88
Monaco,MCO,2020-10-31,11.11
Monaco,MCO,2020-11-30,-15.15
Monaco,MCO,2020-12-31,25.31
Monaco,MCO,2021-01-31,17.89
Monaco,MCO,2021-02-28,65.09
Monaco,MCO,2021-03-31,60.98
Monaco,MCO,2021-04-30,2.56
Monaco,MCO,2021-05-31,59.34
Monaco,MCO,2021-06-30,-22.86
Monaco,MCO,2021-07-31,-0.51
Monaco,MCO,2021-08-31,27.84
Monaco,MCO,2021-09-30,22.99
Monaco,MCO,2021-10-31,20.77
Monaco,MCO,2021-11-30,-25.93
Monaco,MCO,2021-12-31,45.73
Monaco,MCO,2022-01-31,5.59
Monaco,MCO,2022-02-28,-20.48
Mongolia,MNG,2020-01-31,-8.01
Mongolia,MNG,2020-02-29,-5.33
Mongolia,MNG,2020-03-31,-14.33
Mongolia,MNG,2020-04-30,-7.44
Mongolia,MNG,2020-05-31,-13.61
Mongolia,MNG,2020-06-30,-6.63
Mongolia,MNG,2020-07-31,-3.08
Mongolia,MNG,2020-08-31,-7.37
Mongolia,MNG,2020-09-30,-3.69
Mongolia,MNG,2020-10-31,-2.73
Mongolia,MNG,2020-11-30,-7.56
Mongolia,MNG,2020-12-31,-22.02
Mongolia,MNG,2021-01-31,-23.69
Mongolia,MNG,2021-02-28,-11.29
Mongolia,MNG,2021-03-31,-9.83
Mongolia,MNG,2021-04-30,3.15
Mongolia,MNG,2021-05-31,-7.35
Mongolia,MNG,2021-06-30,20.6
Mongolia,MNG,2021-07-31,23.75
Mongolia,MNG,2021-08-31,14.91
